2009-10-24 19:10:35 Notice: Notice (8): Undefined variable: javascript in [APP/views/home/view.ctp, line 32]
2009-11-06 17:09:58 Notice: Notice (8): Undefined variable: status in [APP/views/users/add.ctp, line 1]
2009-11-06 17:55:47 Notice: Notice (8): Undefined variable: id in [APP/views/pictures/view.ctp, line 8]
2009-11-06 17:55:59 Notice: Notice (8): Undefined variable: id in [APP/views/pictures/view.ctp, line 8]
2009-11-06 17:56:41 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-06 17:56:45 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-06 17:57:17 Notice: Notice (8): Undefined variable: id in [APP/views/pictures/view.ctp, line 8]
2009-11-06 17:57:48 Notice: Notice (8): Undefined variable: id in [APP/views/pictures/view.ctp, line 8]
2009-11-06 18:07:21 Notice: Notice (8): Undefined variable: picture in [APP/views/elements/picture.ctp, line 2]
2009-11-06 18:07:21 Notice: Notice (8): Undefined variable: picture in [APP/views/elements/picture.ctp, line 3]
2009-11-06 18:07:38 Notice: Notice (8): Undefined variable: picture in [APP/views/elements/picture.ctp, line 2]
2009-11-06 18:07:38 Notice: Notice (8): Undefined variable: picture in [APP/views/elements/picture.ctp, line 3]
2009-11-06 18:08:24 Notice: Notice (8): Undefined variable: picture in [APP/views/elements/picture.ctp, line 2]
2009-11-06 18:08:24 Notice: Notice (8): Undefined variable: picture in [APP/views/elements/picture.ctp, line 3]
2009-11-14 07:29:04 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 01:13:27 Notice: Notice (8): Undefined offset:  6 in [APP/views/stream/index.ctp, line 30]
2009-11-15 01:13:27 Notice: Notice (8): Undefined offset:  7 in [APP/views/stream/index.ctp, line 30]
2009-11-15 01:13:27 Notice: Notice (8): Undefined offset:  8 in [APP/views/stream/index.ctp, line 37]
2009-11-15 01:13:27 Notice: Notice (8): Undefined offset:  9 in [APP/views/stream/index.ctp, line 37]
2009-11-15 01:13:27 Notice: Notice (8): Undefined offset:  10 in [APP/views/stream/index.ctp, line 37]
2009-11-15 01:13:27 Notice: Notice (8): Undefined offset:  11 in [APP/views/stream/index.ctp, line 37]
2009-11-15 01:13:31 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 01:13:32 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 01:13:32 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 01:21:58 Notice: Notice (8): Undefined variable: time in [APP/views/elements/picture.ctp, line 4]
2009-11-15 01:22:55 Notice: Notice (8): Undefined variable: time in [APP/views/elements/picture.ctp, line 4]
2009-11-15 01:22:58 Notice: Notice (8): Undefined variable: time in [APP/views/elements/picture.ctp, line 4]
2009-11-15 01:23:24 Notice: Notice (8): Undefined variable: time in [APP/views/elements/picture.ctp, line 4]
2009-11-15 01:24:40 Notice: Notice (8): Undefined variable: time in [APP/views/elements/picture.ctp, line 4]
2009-11-15 01:25:10 Notice: Notice (8): Undefined offset:  6 in [APP/views/home/index.ctp, line 32]
2009-11-15 01:25:10 Notice: Notice (8): Undefined offset:  7 in [APP/views/home/index.ctp, line 33]
2009-11-15 01:25:14 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 01:25:16 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 01:25:17 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 01:26:01 Notice: Notice (8): Undefined offset:  6 in [APP/views/home/index.ctp, line 32]
2009-11-15 01:26:01 Notice: Notice (8): Undefined offset:  7 in [APP/views/home/index.ctp, line 33]
2009-11-15 01:26:06 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 01:26:07 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 01:26:07 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 01:30:13 Notice: Notice (8): Undefined index:  Picture in [APP/views/elements/picture.ctp, line 4]
2009-11-15 01:30:13 Notice: Notice (8): Undefined index:  Picture in [APP/views/elements/picture.ctp, line 6]
2009-11-15 01:30:13 Notice: Notice (8): Undefined index:  User in [APP/views/elements/picture.ctp, line 7]
2009-11-15 01:30:13 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 01:30:13 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 01:32:04 Notice: Notice (8): Undefined property: UsersController::$Picture in [APP/controllers/users_controller.php, line 21]
2009-11-15 01:37:15 Notice: Notice (8): Undefined variable: title_for_layout in [APP/views/layouts/default.ctp, line 22]
2009-11-15 01:37:32 Notice: Notice (8): Undefined variable: title_for_layout in [APP/views/layouts/default.ctp, line 22]
2009-11-15 15:49:21 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 31]
2009-11-15 15:49:21 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 32]
2009-11-15 15:49:21 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 33]
2009-11-15 15:49:22 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 15:49:23 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 15:54:21 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 31]
2009-11-15 15:54:21 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 32]
2009-11-15 15:54:21 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 33]
2009-11-15 15:54:22 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 15:56:38 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 15:56:45 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 31]
2009-11-15 15:56:45 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 32]
2009-11-15 15:56:45 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 33]
2009-11-15 15:56:46 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 15:56:47 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 15:56:47 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 17:58:12 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 31]
2009-11-15 17:58:12 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 32]
2009-11-15 17:58:12 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 33]
2009-11-15 17:58:15 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 17:59:36 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 31]
2009-11-15 17:59:36 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 32]
2009-11-15 17:59:36 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 33]
2009-11-15 17:59:37 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 18:00:16 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 31]
2009-11-15 18:00:16 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 32]
2009-11-15 18:00:16 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 33]
2009-11-15 18:00:16 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 18:00:26 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 31]
2009-11-15 18:00:26 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 32]
2009-11-15 18:00:26 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 33]
2009-11-15 18:00:28 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 20:30:47 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 31]
2009-11-15 20:30:47 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 32]
2009-11-15 20:30:47 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 33]
2009-11-15 20:30:53 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 20:42:01 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 31]
2009-11-15 20:42:01 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 32]
2009-11-15 20:42:01 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 33]
2009-11-15 20:42:16 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-15 22:26:21 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 31]
2009-11-15 22:26:21 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 32]
2009-11-15 22:26:21 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 33]
2009-11-15 22:26:23 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
2009-11-16 00:15:35 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 31]
2009-11-16 00:15:35 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 32]
2009-11-16 00:15:35 Notice: Notice (8): Undefined offset:  5 in [APP/views/home/index.ctp, line 33]
2009-11-16 00:15:38 Notice: Notice (8): Undefined index:  id in [APP/controllers/pictures_controller.php, line 74]
